City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,cockburn town,21.4612,-71.1419,25.77,83,45,8.31,TC,1708274059
364,laojunmiao,39.8333,97.7333,-10.65,66,98,4.19,CN,1708274060
365,pindushi,62.9152,34.58,-7.14,88,73,4.13,RU,1708274060
366,bengkulu,-3.8004,102.2655,25.62,90,98,1.88,ID,1708274060
367,montevideo,-34.8335,-56.1674,27.01,69,75,5.14,UY,1708273823
368,antonio enes,-16.2325,39.9086,27.66,81,47,4.85,MZ,1708274061
369,lagos,6.5833,3.75,32.18,52,29,4.1,NG,1708273200
370,marbletown,41.8834,-74.1132,0.68,48,81,3.58,US,1708274061
371,dryden,49.7833,-92.7503,-9.84,67,100,3.6,CA,1708274061
372,huicungo,-7.2833,-76.8,33.39,49,44,1.1,PE,1708274061
373,yozgat,39.5833,35.3333,3.56,75,96,4.95,TR,1708274062
374,maquoketa,42.0689,-90.6657,2.97,49,0,5.92,US,1708274062
375,phan thiet,10.9333,108.1,23.32,87,2,3.24,VN,1708274062
376,katsuura,35.1333,140.3,14.89,72,24,6.75,JP,1708274062
377,muroto-misakicho,33.2833,134.15,17.08,70,71,4.92,JP,1708274063
378,la paz,-16.5,-68.15,14.21,68,75,3.09,BO,1708273806
379,tucuma,-0.1833,-50.05,28.15,77,47,5.27,BR,1708274063
380,xinyuan,37.3,99.0,-7.18,61,42,2.37,CN,1708274063
381,caloto,3.0359,-76.4079,29.23,56,86,1.53,CO,1708274064
382,tabuk,17.4189,121.4443,19.98,91,0,1.97,PH,1708274064
383,severo-yeniseyskiy,60.3725,93.0408,-35.79,100,86,1.34,RU,1708274065
384,las khorey,11.1595,48.1967,26.07,70,36,0.74,SO,1708274065
385,pathein,16.7833,94.7333,20.13,63,0,3.59,MM,1708274065
386,tobelo,1.7284,128.0095,25.92,85,71,1.24,ID,1708274065
387,senador guiomard,-10.1522,-67.7392,30.86,44,55,2.77,BR,1708274066
388,kontcha,7.9667,12.2333,33.99,12,53,2.25,CM,1708274066
389,khemisset,33.6667,-6.25,21.0,46,1,6.36,MA,1708274066
390,kefamenanu,-9.4467,124.4781,22.48,95,64,1.1,ID,1708274066
391,castillos,-34.1667,-53.8333,27.55,69,82,3.73,UY,1708274067
392,mersing,2.4312,103.8405,26.95,89,40,3.6,MY,1708274067
393,usogorsk,63.4106,48.6872,-9.07,93,100,2.87,RU,1708274067
394,divinopolis,-20.1389,-44.8839,29.85,50,54,3.85,BR,1708274068
395,at-bashi,41.1702,75.8106,-6.29,96,100,0.34,KG,1708274068
396,kutum,14.2,24.6667,23.22,15,14,5.03,SD,1708274068
397,afif,23.9065,42.9172,18.19,22,9,5.15,SA,1708274068
398,yokadouma,3.5167,15.05,31.14,29,84,1.17,CM,1708274068
399,kingston,17.997,-76.7936,31.8,63,20,9.26,JM,1708274069
400,el bolson,-41.9667,-71.5167,29.14,18,34,1.77,AR,1708273831
401,broken hill,-31.95,141.4333,25.18,23,7,4.87,AU,1708274069
402,larache,35.1932,-6.1557,18.98,66,3,4.88,MA,1708274069
403,sisimiut,66.9395,-53.6735,-13.5,93,100,3.23,GL,1708274069
404,jumla,29.2747,82.1838,7.37,65,99,1.44,NP,1708274070
405,mwinilunga,-11.7358,24.4293,23.58,56,99,0.22,ZM,1708274070
406,wongsorejo,-7.9908,114.4009,26.22,88,99,2.2,ID,1708274070
407,bull savanna,17.8868,-77.5902,27.68,63,43,8.63,JM,1708274070
408,miquelon,47.0975,-56.3814,-3.0,64,100,17.47,PM,1708274070
409,dire dawa,9.5931,41.8661,26.08,46,38,2.46,ET,1708274071
410,harrismith,-28.2728,29.1295,17.21,84,87,0.83,ZA,1708274071
411,canutama,-6.5339,-64.3831,31.58,58,93,1.0,BR,1708274071
412,ermelo,-26.5333,29.9833,16.94,94,87,2.6,ZA,1708274071
413,luga,58.7372,29.8453,-5.79,86,4,3.57,RU,1708274072
414,painesville,41.7245,-81.2457,-1.92,64,40,10.29,US,1708274072
415,parauna,-16.9478,-50.4486,28.11,60,99,4.24,BR,1708274072
416,barah,13.7,30.3667,24.3,11,54,5.3,SD,1708274072
417,monterey,36.2505,-121.2516,12.32,86,83,4.07,US,1708273928
418,selkirk,50.1436,-96.8845,-8.28,72,45,3.13,CA,1708274073
419,portland,45.5234,-122.6762,5.6,93,100,3.6,US,1708273433
420,nyagan,62.1406,65.3936,-14.16,87,96,6.24,RU,1708274073
421,kokopo,-4.352,152.2633,25.96,86,76,2.76,PG,1708274073
422,richards bay,-28.783,32.0377,23.61,79,79,4.05,ZA,1708274074
423,crane,31.3974,-102.3501,5.24,38,37,2.72,US,1708274074
424,varzea da palma,-17.5981,-44.7308,28.29,65,100,1.98,BR,1708274074
425,kalemie,-5.9475,29.1947,23.05,87,100,4.44,CD,1708274074
426,salekhard,66.53,66.6019,-13.75,94,100,8.71,RU,1708274075
427,vegueta,-11.0231,-77.6431,26.08,74,44,4.11,PE,1708274075
428,san sebastian de la gomera,28.0916,-17.1133,27.43,60,0,2.06,ES,1708273871
429,ambon,-3.6954,128.1814,27.08,83,40,1.03,ID,1708274075
430,luderitz,-26.6481,15.1594,20.77,69,0,8.31,NA,1708274075
431,klaksvik,62.2266,-6.589,7.51,84,60,3.29,FO,1708274076
432,nagqu,31.5,92.0,-6.74,25,42,2.06,CN,1708274076
433,linfen,36.0889,111.5189,5.07,29,48,2.38,CN,1708274076
434,acarau,-2.8856,-40.12,29.42,70,99,4.78,BR,1708274076
435,mandan,46.8267,-100.8896,-1.79,67,0,0.45,US,1708273994
436,geraldton,-28.7667,114.6,28.23,24,99,1.03,AU,1708274077
437,sabang,5.8933,95.3214,28.3,71,94,6.05,ID,1708274077
438,cabedelo,-6.9811,-34.8339,31.37,72,28,4.3,BR,1708274077
439,balikpapan,-1.2675,116.8289,26.55,78,20,2.57,ID,1708274078
440,rogozno,52.7523,16.9905,4.43,70,100,4.57,PL,1708274078
441,champerico,14.3,-91.9167,33.3,59,93,7.23,GT,1708274078
442,barra de santo antonio,-9.4047,-35.5072,28.6,73,97,4.01,BR,1708274079
443,el rama,12.1596,-84.2195,32.33,52,48,1.4,NI,1708274079
444,inhambane,-23.865,35.3833,28.99,79,40,4.63,MZ,1708274079
445,yaren,-0.5472,166.916,28.88,77,100,4.54,NR,1708274079
446,kelibia,36.8476,11.0939,16.14,82,20,2.06,TN,1708274080
447,jagatsinghapur,20.2667,86.1667,25.2,84,1,1.62,IN,1708274080
448,coyhaique,-45.5752,-72.0662,18.34,39,75,4.63,CL,1708274080
449,nyandoma,61.669,40.1991,-5.46,92,100,4.74,RU,1708274081
450,hjo,58.3013,14.2878,1.99,79,100,5.03,SE,1708274081
451,kruisfontein,-34.0033,24.7314,18.3,76,0,4.79,ZA,1708274081
452,nizhniy odes,63.6445,54.856,-8.24,93,100,5.91,RU,1708274081
453,hornell,42.3279,-77.6611,-3.12,67,94,1.34,US,1708274081
454,akureyri,65.6835,-18.0878,3.96,75,20,5.14,IS,1708274082
455,prado,-17.3411,-39.2208,25.44,92,100,4.42,BR,1708274082
456,queenstown,-31.8976,26.8753,17.61,78,1,7.5,ZA,1708273813
457,samalut,28.3121,30.7101,16.45,42,1,3.28,EG,1708274082
458,moroni,-11.7022,43.2551,27.54,79,99,1.43,KM,1708274083
459,imbituba,-28.24,-48.6703,27.02,72,36,4.21,BR,1708274083
460,joshimath,30.5667,79.5667,8.31,95,100,0.91,IN,1708274083
461,ekibastuz,51.6667,75.3667,-27.12,100,96,1.76,KZ,1708274083
462,smithers,54.7804,-127.1743,-4.82,100,75,0.0,CA,1708274083
463,port alfred,-33.5906,26.891,22.32,84,79,2.68,ZA,1708274083
464,brainerd,46.358,-94.2008,-1.08,59,0,6.17,US,1708274084
465,acajutla,13.5928,-89.8275,30.51,58,5,5.01,SV,1708274084
466,toliara,-23.35,43.6667,28.18,66,66,5.25,MG,1708274084
467,yeniseysk,58.4497,92.1703,-37.25,100,46,0.26,RU,1708274084
468,opuwo,-18.0607,13.84,30.36,21,82,6.41,NA,1708274085
469,adrar,20.5022,-10.0711,31.75,7,48,8.75,MR,1708274085
470,holualoa,19.6228,-155.9522,18.26,82,20,1.54,US,1708274085
471,ola,59.5833,151.2833,-20.95,86,100,2.05,RU,1708274085
472,chegdomyn,51.1167,133.0167,-12.6,96,100,1.61,RU,1708273948
473,isangel,-19.55,169.2667,25.48,87,80,5.04,VU,1708274086
474,hilo,19.7297,-155.09,21.85,82,100,4.12,US,1708274086
475,den burg,53.0542,4.7972,9.42,95,75,9.26,NL,1708274086
476,nishinoomote,30.7333,131.0,19.05,80,94,8.93,JP,1708274087
477,malango,-2.9627,119.9001,20.89,97,100,0.86,ID,1708274087
478,kayangel,8.0823,134.7173,27.35,78,55,8.94,PW,1708274087
479,myshkin,57.7897,38.4545,-3.84,93,100,4.44,RU,1708274088
480,kerikeri,-35.2268,173.9474,16.06,91,100,1.26,NZ,1708274088
481,letlhakeng,-24.0944,25.0298,31.2,27,73,1.17,BW,1708274088
482,spring lake,35.1679,-78.9728,5.99,38,0,1.54,US,1708274088
483,yigo village,13.5361,144.8886,25.62,85,40,6.69,GU,1708274089
484,mina clavero,-31.721,-65.0062,27.25,49,58,3.79,AR,1708274089
485,mammoth lakes,37.6485,-118.9721,1.86,62,0,0.0,US,1708274089
486,sinabang,2.4803,96.3801,27.41,83,99,1.5,ID,1708274089
487,callao,-12.0667,-77.15,27.16,65,0,4.12,PE,1708273362
488,birobidzhan,48.8,132.95,-5.66,97,100,1.32,RU,1708274090
489,stetten am kalten markt,48.1242,9.0778,9.48,92,100,2.14,DE,1708274090
490,kangiwa,12.5521,3.8187,34.28,7,65,2.58,NG,1708274090
491,mata-utu,-13.2816,-176.1745,28.64,84,100,8.53,WF,1708274091
492,kotlas,61.2611,46.6556,-6.08,93,90,3.58,RU,1708274091
493,lindi,-10.0,39.7167,25.83,97,100,2.13,TZ,1708274091
494,huilong,31.8111,121.655,13.79,97,61,4.49,CN,1708274092
495,san agustin de valle fertil,-30.6335,-67.4682,28.7,42,86,1.57,AR,1708274092
496,ulladulla,-35.35,150.4667,19.99,96,100,3.58,AU,1708274092
497,ilheus,-14.7889,-39.0494,29.9,74,75,5.14,BR,1708274092
498,urangan,-25.3,152.9,22.33,91,2,3.58,AU,1708274092
499,rabo de peixe,37.8,-25.5833,17.77,99,75,3.09,PT,1708274093
500,saint-francois,46.4154,3.9054,10.23,78,0,1.03,FR,1708274093
501,caucete,-31.6518,-68.2811,33.21,26,16,5.87,AR,1708274093
502,athens,37.9795,23.7162,16.29,63,20,2.57,GR,1708273830
503,beneditinos,-5.45,-42.3667,33.04,53,85,1.74,BR,1708274094
504,rustavi,41.5495,44.9932,2.84,93,100,3.09,GE,1708274094
505,mtambile,-5.3833,39.7,27.96,82,64,5.9,TZ,1708274094
506,greymouth,-42.4667,171.2,11.9,89,54,1.75,NZ,1708274094
507,bairnsdale,-37.8333,147.6167,13.92,95,2,2.06,AU,1708274095
508,merizo village,13.2658,144.6691,26.31,89,10,6.7,GU,1708274095
509,elva,58.2225,26.4211,-1.55,74,8,1.54,EE,1708274095
510,blagoveshchenka,52.8333,79.8667,-26.4,98,16,2.83,RU,1708274095
511,las tablas,7.7667,-80.2833,33.43,99,95,4.3,PA,1708274096
512,amahai,-3.3333,128.9167,26.27,84,88,2.46,ID,1708274096
513,bismarck,46.8083,-100.7837,-1.88,67,0,0.45,US,1708273919
514,yanbu,24.0891,38.0637,24.02,43,0,9.26,SA,1708274096
515,colonel hill,22.7667,-74.2167,25.75,80,95,6.33,BS,1708274096
516,baiti,13.745,-14.7482,39.99,9,1,2.92,SN,1708274097
517,boden,65.8252,21.6886,-14.0,99,49,0.98,SE,1708274097
518,greenville,35.6127,-77.3663,4.52,44,100,0.89,US,1708273903
519,san rafael del yuma,18.4299,-68.6739,31.11,55,6,6.66,DO,1708274098
520,sao joao da barra,-21.6403,-41.0511,33.05,78,85,4.47,BR,1708274098
521,baki,-7.6128,110.7839,25.83,87,100,2.55,ID,1708274098
522,dul'durga,50.6761,113.5931,-26.15,78,81,5.24,RU,1708274098
523,papao,-17.75,-149.55,26.82,77,97,6.27,PF,1708274099
524,lulea,65.5842,22.1547,-13.96,85,0,1.03,SE,1708274099
525,bansang,13.4333,-14.65,40.22,10,0,2.76,GM,1708274099
526,yashikira,9.7667,3.4,36.09,11,37,1.49,NG,1708274099
527,sona,45.4388,10.8255,13.47,76,88,1.54,IT,1708274100
528,massenya,11.4039,16.1705,31.21,13,93,1.66,TD,1708274100
529,meulaboh,4.1363,96.1285,26.17,87,100,1.24,ID,1708274100
530,colonia,50.9333,6.95,11.36,83,100,4.12,DE,1708273890
531,copiapo,-27.3667,-70.3333,17.83,38,19,3.91,CL,1708273911
532,maralal,1.0968,36.698,21.8,47,99,4.52,KE,1708274101
533,cide,41.8921,33.0044,6.09,86,100,2.8,TR,1708274102
534,mayahi,13.9553,7.6712,29.49,9,25,2.73,NE,1708274102
535,wabag,-5.4781,143.7021,12.58,97,99,1.41,PG,1708274102
536,chabahar,25.2919,60.643,24.49,72,3,8.92,IR,1708274103
537,siguiri,11.6667,-9.5,37.85,7,37,1.5,GN,1708274103
538,bria,6.5423,21.9863,29.74,19,100,2.1,CF,1708274103
539,fort liberte,19.6678,-71.8397,29.23,53,34,4.65,HT,1708274104
540,turpan,42.9333,89.1667,-5.3,27,51,0.51,CN,1708274104
541,galesong,-5.3166,119.3661,27.01,83,60,3.29,ID,1708274105
542,plouzane,48.3833,-4.6167,12.18,82,100,6.17,FR,1708274105
543,san ignacio,17.1561,-89.0714,21.08,94,75,4.12,BZ,1708274105
544,estevan,49.1334,-102.9842,-8.81,85,0,2.06,CA,1708274106
545,magadan,59.5667,150.8,-21.15,79,100,1.81,RU,1708274106
546,akjoujt,19.6969,-14.4164,36.95,5,0,5.82,MR,1708274106
547,nemuro,43.3236,145.575,0.18,84,2,6.0,JP,1708274107
548,tidjikja,18.5564,-11.4271,33.37,5,93,5.88,MR,1708274107
549,nanpiao,41.0982,120.7479,-3.69,87,100,8.27,CN,1708274107
550,tweed heads,-28.1817,153.547,23.31,97,44,2.57,AU,1708273921
551,mirriah,13.7073,9.1501,33.34,7,5,3.6,NE,1708274108
552,pacasmayo,-7.4006,-79.5714,27.09,70,67,5.23,PE,1708274108
553,taroa,8.7058,171.2275,27.72,75,74,7.35,MH,1708274108
554,fatezh,52.0891,35.8632,-1.01,92,93,4.1,RU,1708274109
555,besisahar,28.2313,84.3761,14.42,45,60,2.72,NP,1708274109
556,moyale,3.5167,39.0584,29.69,27,86,6.73,KE,1708274109
557,calama,-22.4667,-68.9333,26.27,18,0,8.75,CL,1708274110
558,iron river,46.0927,-88.6423,-3.58,63,100,6.02,US,1708274110
559,simrishamn,55.5565,14.3504,3.53,89,100,9.28,SE,1708274110
560,jaleshwar,26.6471,85.8008,15.43,31,23,1.66,NP,1708274111
561,alaghsas,17.0187,8.0168,29.94,6,0,7.2,NE,1708274111
562,dhromolaxia,34.8755,33.5868,14.29,84,75,1.54,CY,1708274111
563,gudari,19.35,83.7833,23.13,63,49,1.17,IN,1708274112
564,asau,46.4333,26.4,4.6,96,100,1.08,RO,1708274112
565,dumfries,38.5676,-77.328,6.23,38,99,3.96,US,1708274112
566,pemangkat,1.1667,108.9667,25.63,90,100,2.43,ID,1708274113
567,michurinsk,52.8978,40.4907,-2.52,91,100,4.0,RU,1708274113
